GO_id,GO_name,is_synGO,num_genes,average_correlation,prop_best,gene_set
GO:0002089,lens morphogenesis in camera-type eye,FALSE,19,0.4753000194938188,0.631578947368421,"Atf4,Bmp4,Cryaa,Crygb,Epha2,Hipk1,Hipk2,Pitx3,Pou2f1,Six3,Ski,Sox1,Sox2,Tfap2a,Tbc1d20,Tdrd7,Shroom2,Lctl,Abi2"
GO:0002090,regulation of receptor internalization,FALSE,63,0.4987557041939019,0.6349206349206349,"Ap2m1,Arc,Arf1,Anxa2,Dab2,Dkk1,Dlg4,Drd3,Drd4,Egf,Flot1,Fmr1,Insr,Itgb3,Lrpap1,Nedd4,Ntf3,Numb,Pick1,Atxn2,Sele,Sfrp4,Sh3gl2,Syk,Tspan7,Vegfa,Wnt3a,Aplnr,Grem1,Pacsin1,Synj2bp,Ncdn,Mkln1,Apln,Sdcbp,Rabep1,Ubqln2,Rala,Tamalin,Hamp2,Rnf220,Atad1,Ankrd13d,Tbc1d5,Wdr54,Nedd4l,Hamp,Pard3,Pcsk9,Synj1,Scrib,Lrrtm2,Rnf216,Arrb1,Necab2,Rspo1,Arrb2,Rin3,Iqsec1,Vac14,Plcg2,Ankrd13b,Apela"
GO:0002092,positive regulation of receptor internalization,FALSE,26,0.42719490933870324,0.5769230769230769,"Ap2m1,Dab2,Egf,Fmr1,Insr,Ntf3,Pick1,Sele,Sfrp4,Syk,Vegfa,Wnt3a,Aplnr,Grem1,Synj2bp,Apln,Hamp2,Atad1,Tbc1d5,Hamp,Pard3,Pcsk9,Arrb1,Arrb2,Plcg2,Apela"
GO:0002093,auditory receptor cell morphogenesis,FALSE,21,0.4309712517264516,0.47619047619047616,"Myo7a,Rac1,Rest,Sod1,Tecta,Nherf1,Ush1c,Tprn,Sec24b,Scrib,Triobp,Strc,Clic5,Clrn1,Slitrk6,Lhfpl5,Myo3b,Grxcr2,Clrn2,Myo3a,Pdzd7"
GO:0002097,tRNA wobble base modification,FALSE,17,0.3996892680117647,0,"Elp5,Adat2,Ctu2,Alkbh8,Urm1,Mto1,Mocs3,Gtpbp3,Trmu,Elp6,Elp3,Elp4,Nat10,Kti12,Dph3,Nsun3,Ctu1"
GO:0002115,store-operated calcium entry,FALSE,18,0.4516710155718096,0.6111111111111112,"Casq1,Ms4a1,Cd84,Spink1,Stc2,Stim1,Saraf,Srl,Orai1,Stim2,Slc8b1,Efhb,Cracr2b,Spg11,Orai2,Orai3,Cracr2a,Gramd2a"
GO:0002181,cytoplasmic translation,FALSE,138,0.3120847433194478,0.08695652173913043,"Akt2,Rplp0,Hnrnpd,Cnbp,Drg1,Drg2,Eef2,Eif2b4,Eif3a,Eif4a1,Eif4a2,Eif4ebp1,Fau,Fmr1,Gtpbp1,Impact,Eif3e,Rpsa,Eif2d,Rps2,Pabpc1,Pkm,Pkp1,Rbm4,Rpl10a,Rpl18,Rpl21,Rpl22,Rpl27,Rpl28,Rpl29,Rpl30,Rpl32,Rpl37a,Rpl36a,Rpl6,Rpl7,Rps12,Rps14,Rps15,Rps16,Rps17,Rps18,Rps19,Rps4x,Rps5,Rps6,Rps7,Rps8,Sars1,Slbp,Rpl13a,Uba52,Eif4h,Ybx1,Rpl27a,Eif2s3x,Rpl8,Rps3,Rpl7a,Rps11,Rps26,Eif3b,Zfp385a,Hnrnpu,Eif3g,Rps28,Rpl36,Ftsj1,Eif3d,Rplp1,Mettl3,Eif3c,Syncrip,Piwil2,Piwil1,Eif3f,Nemf,Mcts2,Rpl15,Rpl35,Rwdd1,Rpl11,Rps10,Rpl14,Rplp2,Eif2s2,Rpl39,Rps20,Cpeb4,Rpl4,Rpl22l1,Rps13,Ncbp2,Eif3h,Rpl39l,Denr,Rpl24,Rpl34,Zc3h15,Alkbh3,Mif4gd,Dhx36,Eif3k,Zcchc13,Rps25,Eif4b,Ckap5,Rpl18a,Rps9,Eif3j1,Lin28a,Eif3m,Rpl31,Igf2bp1,Cpeb3,Eif2b1,Ythdf2,Parp16,Unk,Eif2b2,Eif5,Dhx29,Paip1,Eif3l,Eif2b5,Nmnat2,Csde1,Cpeb2,Smyd5,Aars1,Rps15a,Rpl23a,Rpl12,Rpl13,Eif3j2,Rpl9-ps6,Rpl5"
GO:0002183,cytoplasmic translational initiation,FALSE,39,0.3661101225996101,0.10256410256410256,"Akt2,Eif2b4,Eif3a,Eif4a1,Eif4a2,Eif4ebp1,Impact,Eif3e,Eif2d,Pkp1,Rbm4,Slbp,Rpl13a,Eif4h,Eif2s3x,Eif3b,Eif3g,Eif3d,Mettl3,Eif3c,Eif3f,Mcts2,Eif2s2,Ncbp2,Eif3h,Denr,Mif4gd,Eif3k,Eif4b,Eif3j1,Eif3m,Eif2b1,Ythdf2,Eif2b2,Eif5,Dhx29,Eif3l,Eif2b5,Eif3j2"
GO:0002200,somatic diversification of immune receptors,FALSE,72,0.3575570603366279,0.3194444444444444,"Aicda,Atm,Ccr6,Cd28,Pcyt1a,Ercc1,Ezh2,Xrcc6,Hmgb1,Hspd1,Ifng,Il2,Il4,Mlh1,Msh2,Msh6,Pms2,Pms2,Polb,Ptprc,Rag1,Rag2,Foxp3,Stat6,Supt6,Swap70,Tcf7,Tcf3,Tgfb1,Cd40,Cd40lg,Tnfsf4,Ung,Yy1,Exo1,Trp53bp1,Nbn,Icosl,Il27ra,Batf,Polm,Mcm3ap,Paxip1,Samhd1,Clcf1,Tbx21,Ndfip1,Exosc3,Pagr1a,Tnfsf13,Rnf168,Sanbr,Mad2l2,Aplf,Shld1,Nhej1,Shld2,Polq,Cyren,Nfkbiz,Slc15a4,Nsd2,Foxp1,Kmt5b,Dclre1c,Hmces,Kmt5c,Parp3,Atad5,Lig4,Nuggc,Shld3"
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,FALSE,53,0.34753907478127716,0.33962264150943394,"Aicda,Ccr6,Cd28,Pcyt1a,Ercc1,Hspd1,Ifng,Il2,Il4,Mlh1,Msh2,Msh6,Pms2,Pms2,Ptprc,Foxp3,Stat6,Supt6,Swap70,Tgfb1,Cd40,Cd40lg,Tnfsf4,Ung,Exo1,Trp53bp1,Nbn,Icosl,Il27ra,Batf,Paxip1,Clcf1,Tbx21,Ndfip1,Exosc3,Pagr1a,Tnfsf13,Rnf168,Sanbr,Mad2l2,Aplf,Shld1,Shld2,Nfkbiz,Slc15a4,Nsd2,Kmt5b,Hmces,Kmt5c,Parp3,Atad5,Lig4,Shld3"
GO:0002208,somatic diversification of immunoglobulins involved in immune response,FALSE,53,0.34753907478127716,0.33962264150943394,"Aicda,Ccr6,Cd28,Pcyt1a,Ercc1,Hspd1,Ifng,Il2,Il4,Mlh1,Msh2,Msh6,Pms2,Pms2,Ptprc,Foxp3,Stat6,Supt6,Swap70,Tgfb1,Cd40,Cd40lg,Tnfsf4,Ung,Exo1,Trp53bp1,Nbn,Icosl,Il27ra,Batf,Paxip1,Clcf1,Tbx21,Ndfip1,Exosc3,Pagr1a,Tnfsf13,Rnf168,Sanbr,Mad2l2,Aplf,Shld1,Shld2,Nfkbiz,Slc15a4,Nsd2,Kmt5b,Hmces,Kmt5c,Parp3,Atad5,Lig4,Shld3"
GO:0002209,behavioral defense response,FALSE,31,0.5228979790498508,0.6129032258064516,"Asic1,Adcyap1,Cacna1e,Cckbr,Comt,Crh,Dpp4,Drd1,Drd4,Eif4e,Esr2,Grpr,Htr1a,Mdk,Morc1,Neurod2,Npy2r,Rag1,Nr2e1,Ucn,Vdac1,Vdac3,Deaf1,Spire1,Fbxl20,Rps6kb1,Eif4g1,Taar4,Grp,Asic4,Ep300"
GO:0002220,innate immune response activating cell surface receptor signaling pathway,FALSE,76,0.34562485636356566,0.39473684210526316,"Arf6,Cd14,Cyba,F2rl1,Fcna,Fcnb,Hmgb1,Irak1,Acod1,Klrc1,Klrc2,Klrd1,Lbp,Ltf,Ly96,Mbl2,Myd88,Ninj1,Pik3r1,Ptpn22,Rela,Syk,Tlr1,Tlr4,Tlr6,Tnfaip3,Traf6,Tyrobp,Nr1h3,Oas1g,Tlr2,Ecsit,Klrk1,Naglu,Mfhas1,Tax1bp1,Tlr5,Irf3,Clec4n,Klrc3,Nmi,S100a14,Tmem126a,Tril,Peli1,Wdfy1,Trim32,Ifi35,Appl1,Rab11fip2,Trem2,Pik3ap1,Oas1d,Ticam1,Oas1c,Tirap,Znrf1,Ripk2,Nr1d1,Pja2,Ticam2,Rab7b,Bpifb1,Tnip2,Oas1e,Ffar2,Plcg2,Oas1f,Klre1,Oas1h,Oas1a,Nod2,Klri2,Scimp,Tnip3,Klri1"
GO:0002224,toll-like receptor signaling pathway,FALSE,67,0.3473147202489718,0.373134328358209,"Ap3b1,Bcl10,Cd36,Cd86,Esr1,Fosl1,Gdi1,Gfi1,Hspd1,Irf1,Irf4,Ly96,Mapkapk2,Myd88,Nfkbil1,Pdpk1,Reg3g,Rela,Trim30a,S100a8,S100a9,Tlr1,Tlr4,Tlr6,Tyro3,Ywhae,Tlr2,Mfhas1,Tlr5,Irf7,Irf3,Unc93b1,Gps2,Tnip1,Cd274,Rnf115,Cactin,Tasl,Irak3,Rab11fip2,Gpr108,Nfkbiz,Tlr9,Pik3ap1,Lrrc19,Smpdl3b,Nlrp6,Mapkapk3,Ticam1,Tirap,Tlr3,Tlr7,Tlr8,Tifab,Arrb2,Cd300a,Lrrc14,Ticam2,Lrch4,Plcg2,Sarm1,Tlr11,Cd300lf,Tlr13,Scimp,Tlr12,Tnip3"
GO:0002227,innate immune response in mucosa,FALSE,40,0.251944952315662,0.25,"Apoa4,Cldn2,Camp,Defb1,Defb2,Defa29,Defa31,Defa3,Ear1,Ear2,Fau,Il4,Ltf,Pla2g1b,Defa17,Ear4,Rnase2b,Defa21,Rpl39,Ear6,Ear10,Rnase2a,Bpifb1,Defb9,Defb11,Defb10,Nod2,H2bc12,H2bc21,Defb37,Defb38,Defb39,Defb40,Defa39,Defa23,Defa24,Ear14,Defa38,Defa30,AY761185"
GO:0002228,natural killer cell mediated immunity,FALSE,86,0.3113505748940941,0.3372093023255814,"Gfer,Ap1g1,Cd2,Coro1a,Crk,Dpp4,Grb2,Gzmb,Gzmc,H2-M3,H2-T23,Ptpn6,Igf2,Il12a,Il12b,Il18rap,Kif5b,Klrc1,Klrc2,Klrd1,Lag3,Lamp1,Lep,Lgals9,Klrb1a,Klrb1c,Lyst,Pik3r1,Nectin2,Raet1b,Sh2d1a,Serpinb9b,Serpinb9c,Serpinb9f,Serpinb9e,Serpinb9,Serpinb9d,Stat5a,Tap1,Tap2,Tgfb1,Vav1,Hcst,Ceacam1,Sh2d1b1,Klrk1,Clnk,Slamf6,Pvr,Cd160,Crtam,Raet1d,Klrc3,Il21,Arl8b,Unc13d,Clec12b,Nkg7,Stx11,Rnf19b,Ulbp1,Klrb1b,Gimap3,Cd96,Clec2d,Serpinb9g,Pik3r6,Havcr2,Calhm6,Arrb2,Cd226,Klrb1f,Rasgrp4,Klre1,Gzmn,Fcgr4,Mill1,Gimap5,Klri2,Raet1e,Klri1,Serpinb9h,Sh2d1b2,H60b,H60c,Klrb1"
GO:0002230,positive regulation of defense response to virus by host,FALSE,29,0.30023812238084635,0.27586206896551724,"Creb3,Hsp90aa1,Il12b,Il12rb1,Il4,Pml,Ptpn22,Ccl5,Sin3a,Stat1,Pqbp1,Pycard,Zdhhc11,Sting1,Parp9,Selenok,Trim44,Il23a,Trim6,Traf3ip2,Dtx3l,Il23r,Cgas,Treml4,Mavs,Rigi,Zc3h12a,Il27,Aim2"
GO:0002244,hematopoietic progenitor cell differentiation,FALSE,138,0.4037808289301754,0.3695652173913043,"Ap2a2,Ap3b1,Atf2,Bmp4,Cdk6,Cebpd,Eef2,Ercc2,Ext1,Fas,Flt3,Fst,Slc37a4,Gata2,Gata3,Ptpn6,Hes1,Hmgb1,Hmga1,Hoxb3,Hoxb4,Hspa9,Hyal2,Il3,Kdr,Lipa,Sh2b3,Meox1,Foxc1,Mlf1,Myb,Nfe2l2,Notch1,Pdcd2,Eif2ak2,Psen2,Ptprc,Rara,Dpf2,Rest,Spi1,Sfrp1,Shh,Sin3a,Sos1,Sos2,Sox4,Sp1,Serpinb9f,Srf,Tal1,Tcf15,Tgfb1,Top2a,Trex1,Trp53,Vegfa,Zfp36,Popdc1,Mixl1,Agpat5,Batf,Arhgef7,Plek,Thsd1,Mettl3,Tnfrsf13b,Rrs1,Gpatch4,Acp6,Herc6,Dock7,Ciao3,Nudt21,Rlig1,Hrnr,Cyp2c66,Znhit1,Mllt3,Tmem143,3830403N18Rik,Col24a1,Serpinb12,Esco2,Pygo1,Dhx36,Lmbr1l,Wdr38,Armc6,Tmem190,Apobec3,Kat5,Fstl3,Wdr7,Pld4,Krt75,Braf,Vmn1r13,Krtap5-5,Sp7,Vmn1r214,Samd9l,Dhtkd1,Mettl14,Tifab,Ythdf2,Mmp21,Fnip1,Flcn,4930474N05Rik,Arl11,Atf7,Prrc2c,Fbxo21,Ppp4r2,Tcaf2,Setd1a,Pcid2,Ankle1,Fancb,Ptprq,Dact2,Dnai4,Siglecg,Chd2,Rbm47,Zbtb24,Zbtb1,Lig4,Abca15,Zswim9,Kcp,N4bp2l2,Mrgprx1,Vmn2r74,Heatr9,Zfp784,Zfp980"
GO:0002251,organ or tissue specific immune response,FALSE,55,0.24989399662746645,0.23636363636363636,"Apoa4,Cldn2,Camp,Defb1,Defb2,Defa29,Defa31,Defa3,Ear1,Ear2,Fau,Il4,Il6,Xcl1,Ltf,Pigr,Pla2g1b,Rab17,Trex1,Umod,Defa17,Ear4,Rnase2b,Cd160,Defa21,Gp2,Rpl39,Tnfsf13,Gcnt3,6030468B19Rik,Ear6,Ear10,Rnase2a,Bpifb1,Otud7b,Ffar2,Ffar3,Ifnlr1,Defb9,Defb11,Defb10,Nod2,H2bc12,H2bc21,Defb37,Defb38,Defb39,Defb40,Defa39,Defa23,Defa24,Ear14,Defa38,Defa30,AY761185"
GO:0002260,lymphocyte homeostasis,FALSE,82,0.3732540236959422,0.3902439024390244,"Ada,Ahr,Akt1,Bak1,Bax,Bcl10,Bcl2a1a,Bcl2l11,Casp3,Ccnb2,Cd24a,Cd44,Coro1a,Fadd,Fas,Tsc22d3,Foxn1,Hif1a,Ikbkb,Ikbkg,Il2,Il2ra,Il7r,Cd47,Jak3,Lat,Mif,P2rx7,Enpp1,Pik3cd,Pirb,Ppp2ca,Ppp3cb,Rag1,Rps6,Foxp3,Sos1,Sos2,Spta1,Stat5a,Prdx2,Tgfb1,Tgfb2,Tnfaip3,Tnfrsf17,Tnfrsf4,Tnfsf4,Vpreb1a,Vpreb1b,Sh2b2,Tnfsf13b,Tcirg1,Slc46a2,Siva1,Chst3,Slc40a1,Sit1,Ripk3,Zc3h8,Tnfrsf13b,Pmaip1,Ppp2r3c,Gpr15lg,Tnfrsf13c,Sash3,Gimap3,Bbs4,Traf3ip2,Nckap1l,Slc39a3,Lgals2,Pacs1,Lmo1,Wdr37,Il20rb,Gpr174,Gapt,Gimap5,Rc3h2,Rc3h1,Aim2,Bbip1"
GO:0002269,leukocyte activation involved in inflammatory response,FALSE,43,0.3347120140534445,0.32558139534883723,"Ager,Aif1,Atm,C5ar1,Casp1,Cst7,Ctsc,Grn,Hspa4,Ifng,Ifngr1,Ifngr2,Il13,Il4,Itgam,Kcnj8,Kcnn4,Ldlr,Mmp8,Myd88,Enpp1,Scnn1b,Cx3cl1,Snca,Sphk1,Tlr1,Tlr4,Tlr6,Tnf,Tyrobp,Tlr2,Naglu,Stap1,Nampt,Calhm2,Tlr9,Trem2,Traf3ip2,Tlr3,Trpv1,Nr1d1,Syt11,Tafa3"
GO:0002275,myeloid cell activation involved in immune response,FALSE,92,0.2945968060128633,0.2826086956521739,"Adora2b,Adora3,Anxa3,Btk,Cbl,Cd84,Ccr2,Crhr1,Dnase1,Dnase1l3,F2rl1,Fcer1a,Ms4a2,Fcer1g,Fer,Fes,Fgr,Gata1,Gata2,Lilrb4a,Grn,Ptpn6,Foxf1,Hmgb1,Hmox1,Ifnb1,Ifng,Il13,Il13ra2,Il4,Il4ra,Itgam,Itgb2,Itgb2l,Lat,Lbp,Myd88,Myo1f,Nppc,Pdpk1,Pld2,Ptafr,Ptgdr,Rac2,Scnn1b,Ccl3,Spi1,Stx4a,Stxbp2,Syk,Tnf,Trex1,Tyrobp,Vamp8,Ywhaz,Scn11a,Dysf,Slamf1,Clnk,D6Wsu163e,Sphk2,Lat2,Nmi,Gkn2,Pycard,Cd177,Gpr15lg,Ifi35,Unc13d,Stx11,Trem2,Sucnr1,Kars1,Tac4,Dock2,Ticam1,Abr,Bcr,Havcr2,Enpp3,Lypd11,Sbno2,Cd300a,Grp,Nppa,Lypd10,Mrgprb1,Plcg2,Mrgprx2,Pram1,Milr1,Rab44"
GO:0002279,mast cell activation involved in immune response,FALSE,48,0.2971629549866732,0.3125,"Adora2b,Adora3,Btk,Cbl,Cd84,Crhr1,Fcer1a,Ms4a2,Fcer1g,Fer,Fes,Fgr,Gata1,Gata2,Lilrb4a,Ptpn6,Foxf1,Hmox1,Il13,Il13ra2,Il4,Il4ra,Lat,Nppc,Pdpk1,Pld2,Ptgdr,Rac2,Stxbp2,Syk,Vamp8,Ywhaz,Scn11a,Clnk,D6Wsu163e,Sphk2,Lat2,Gpr15lg,Unc13d,Tac4,Enpp3,Cd300a,Grp,Nppa,Mrgprb1,Mrgprx2,Milr1,Rab44"
GO:0002281,macrophage activation involved in immune response,FALSE,18,0.294401911548393,0.3888888888888889,"Grn,Hmgb1,Ifnb1,Ifng,Lbp,Syk,Tnf,Trex1,Tyrobp,Dysf,Nmi,Ifi35,Trem2,Sucnr1,Ticam1,Havcr2,Sbno2,Plcg2"
GO:0002283,neutrophil activation involved in immune response,FALSE,22,0.23399299344423607,0.22727272727272727,"Anxa3,Dnase1,Dnase1l3,Fcer1g,Itgam,Itgb2,Itgb2l,Myd88,Myo1f,Ptafr,Scnn1b,Spi1,Syk,Tyrobp,Gkn2,Cd177,Stx11,Abr,Bcr,Lypd11,Lypd10,Pram1"
GO:0002286,T cell activation involved in immune response,FALSE,118,0.33181792317231373,0.3220338983050847,"Atp7a,Bcl3,Cd69,Cd81,Ccr2,Ccr7,Eomes,F2rl1,Fcer1g,Fgl2,Brd2,Gata3,H2-M3,H2-DMb1,H2-DMb2,Hlx,Hmgb1,Icam1,Ifna2,Ifna4,Ifna5,Ifna6,Ifna7,Ifna9,Ifnab,Ifnb1,Ifng,Il12b,Il18r1,Il2,Il4,Il4ra,Il6,Il6ra,Irf1,Irf4,Itgal,Jak3,Lgals1,Lgals3,Loxl3,Anxa1,Ly9,Ascl2,Mdk,Men1,Clec4d,Myb,Slc11a1,Pck1,Prkcz,Lcp1,Plxna1,Psen2,Ptger4,Rara,Relb,Rorc,Rps6,Sema4a,Foxp3,Slfn2,Spn,Stat4,Stat6,Tgfb1,Trp53,Tnfsf4,Tyrobp,Zfp35,Zbtb7b,Gadd45g,Ccl19,Ceacam1,Slamf6,Batf,Otud5,Socs5,Clec4e,Pf4,Brd4,Tbx21,Il21,Tsc1,Opa1,Stx11,Nfkbiz,Il23a,Trem2,Entpd7,Tmem98,Nckap1l,Foxp1,Havcr2,Ripk2,Kmt2a,Sema6d,Nlrp3,Shb,Ifna13,Ifna16,Ifne,Zc3h12a,Malt1,Tnfsf18,Ifna12,Nfkbid,Il27,Ifnz,Rc3h2,Gpr183,Ep300,Rc3h1,Cracr2a,Ifnk,Gm13271,Gm13283,Gm13272"
GO:0002287,alpha-beta T cell activation involved in immune response,FALSE,73,0.3677111546331032,0.3698630136986301,"Atp7a,Bcl3,Cd69,Ccr2,Ccr7,Eomes,Brd2,Gata3,H2-M3,Hlx,Hmgb1,Ifng,Il12b,Il18r1,Il2,Il4,Il4ra,Il6,Il6ra,Irf1,Irf4,Jak3,Lgals1,Loxl3,Anxa1,Ly9,Ascl2,Men1,Myb,Prkcz,Ptger4,Rara,Relb,Rorc,Sema4a,Foxp3,Spn,Stat4,Stat6,Tgfb1,Tnfsf4,Zfp35,Zbtb7b,Gadd45g,Ccl19,Slamf6,Batf,Otud5,Socs5,Pf4,Brd4,Tbx21,Il21,Opa1,Nfkbiz,Il23a,Entpd7,Tmem98,Foxp1,Ripk2,Kmt2a,Nlrp3,Shb,Zc3h12a,Malt1,Tnfsf18,Nfkbid,Il27,Rc3h2,Gpr183,Ep300,Rc3h1,Cracr2a"
GO:0002292,T cell differentiation involved in immune response,FALSE,78,0.3610280711571142,0.34615384615384615,"Atp7a,Bcl3,Cd69,Ccr2,Ccr7,Eomes,Fcer1g,Fgl2,Brd2,Gata3,Hlx,Hmgb1,Ifng,Il12b,Il18r1,Il2,Il4,Il4ra,Il6,Il6ra,Irf1,Irf4,Jak3,Lgals1,Loxl3,Anxa1,Ly9,Ascl2,Men1,Clec4d,Myb,Pck1,Prkcz,Ptger4,Rara,Relb,Rorc,Sema4a,Foxp3,Spn,Stat4,Stat6,Tgfb1,Tnfsf4,Zfp35,Zbtb7b,Gadd45g,Ccl19,Slamf6,Batf,Otud5,Socs5,Clec4e,Pf4,Brd4,Tbx21,Il21,Tsc1,Opa1,Nfkbiz,Il23a,Entpd7,Tmem98,Foxp1,Ripk2,Kmt2a,Nlrp3,Shb,Zc3h12a,Malt1,Tnfsf18,Nfkbid,Il27,Rc3h2,Gpr183,Ep300,Rc3h1,Cracr2a"
GO:0002293,alpha-beta T cell differentiation involved in immune response,FALSE,72,0.3659862201958454,0.3611111111111111,"Atp7a,Bcl3,Cd69,Ccr2,Ccr7,Eomes,Brd2,Gata3,Hlx,Hmgb1,Ifng,Il12b,Il18r1,Il2,Il4,Il4ra,Il6,Il6ra,Irf1,Irf4,Jak3,Lgals1,Loxl3,Anxa1,Ly9,Ascl2,Men1,Myb,Prkcz,Ptger4,Rara,Relb,Rorc,Sema4a,Foxp3,Spn,Stat4,Stat6,Tgfb1,Tnfsf4,Zfp35,Zbtb7b,Gadd45g,Ccl19,Slamf6,Batf,Otud5,Socs5,Pf4,Brd4,Tbx21,Il21,Opa1,Nfkbiz,Il23a,Entpd7,Tmem98,Foxp1,Ripk2,Kmt2a,Nlrp3,Shb,Zc3h12a,Malt1,Tnfsf18,Nfkbid,Il27,Rc3h2,Gpr183,Ep300,Rc3h1,Cracr2a"
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",FALSE,71,0.3671322307459654,0.36619718309859156,"Atp7a,Bcl3,Cd69,Ccr2,Ccr7,Brd2,Gata3,Hlx,Hmgb1,Ifng,Il12b,Il18r1,Il2,Il4,Il4ra,Il6,Il6ra,Irf1,Irf4,Jak3,Lgals1,Loxl3,Anxa1,Ly9,Ascl2,Men1,Myb,Prkcz,Ptger4,Rara,Relb,Rorc,Sema4a,Foxp3,Spn,Stat4,Stat6,Tgfb1,Tnfsf4,Zfp35,Zbtb7b,Gadd45g,Ccl19,Slamf6,Batf,Otud5,Socs5,Pf4,Brd4,Tbx21,Il21,Opa1,Nfkbiz,Il23a,Entpd7,Tmem98,Foxp1,Ripk2,Kmt2a,Nlrp3,Shb,Zc3h12a,Malt1,Tnfsf18,Nfkbid,Il27,Rc3h2,Gpr183,Ep300,Rc3h1,Cracr2a"
GO:0002295,T-helper cell lineage commitment,FALSE,21,0.30262272966976694,0.2857142857142857,"Cd69,Brd2,Il4,Il6,Il6ra,Irf4,Lgals1,Loxl3,Ly9,Spn,Stat6,Tgfb1,Slamf6,Batf,Otud5,Brd4,Tbx21,Opa1,Il23a,Tnfsf18,Ep300"
GO:0002312,B cell activation involved in immune response,FALSE,100,0.31348217354756513,0.3,"Ada,Aicda,Bcl3,Ccr6,Cd19,Cd28,Cdh17,Pcyt1a,Dll1,Ercc1,Lilrb4a,Hspd1,Irf8,Ifna2,Ifna4,Ifna5,Ifna6,Ifna7,Ifna9,Ifnab,Ifnb1,Ifng,Il10,Il2,Il4,Il6,Lfng,Lgals1,Cd180,Mfng,Mlh1,Msh2,Msh6,Nkx2-3,Notch2,Enpp1,Pms2,Pms2,Pou2af1,Ptprc,Rag2,Foxp3,Spi1,St3gal1,Stat6,Supt6,Swap70,Tgfb1,Tlr4,Tnfaip3,Cd40,Cd40lg,Tnfsf4,Ung,Xbp1,Exo1,Trp53bp1,Nbn,Icosl,Il27ra,Batf,Paxip1,Clcf1,Tbx21,Il21,Ndfip1,Exosc3,Pagr1a,Tnfsf13,Rnf168,Sanbr,Mad2l2,Aplf,Shld1,Shld2,Phf14,6030468B19Rik,Nfkbiz,Slc15a4,Itfg2,Nsd2,Kmt5b,Ifna13,Ifna16,Ifne,Hmces,Kmt5c,Plcg2,Parp3,Atad5,Gapt,Ifna12,Ifnz,Lig4,Gpr183,Ifnk,Gm13271,Gm13283,Gm13272,Shld3"
GO:0002313,mature B cell differentiation involved in immune response,FALSE,28,0.3165562394903115,0.35714285714285715,"Ada,Bcl3,Cdh17,Dll1,Lilrb4a,Irf8,Il10,Il2,Il6,Lfng,Lgals1,Mfng,Nkx2-3,Notch2,Enpp1,Pou2af1,Rag2,Spi1,St3gal1,Tnfaip3,Xbp1,Il21,Phf14,6030468B19Rik,Nfkbiz,Itfg2,Plcg2,Gpr183"
GO:0002320,lymphoid progenitor cell differentiation,FALSE,21,0.46247808169022664,0.38095238095238093,"Bmp4,Flt3,Gata3,Hes1,Hmga1,Notch1,Spi1,Shh,Sos1,Sos2,Sox4,Trex1,Batf,Nudt21,Znhit1,Fnip1,Flcn,Pcid2,Ankle1,Zbtb1,Lig4"
GO:0002323,natural killer cell activation involved in immune response,FALSE,28,0.24934316101994244,0.10714285714285714,"Ap1g1,Coro1a,Ifna2,Ifna4,Ifna5,Ifna6,Ifna7,Ifna9,Ifnab,Ifnb1,Il12b,Lamp1,Lgals9,Cd244a,Cd160,Unc13d,Nkg7,Stx11,Ifna13,Ifna16,Ifne,Ifna12,Fcgr4,Ifnz,Ifnk,Gm13271,Gm13283,Gm13272"
GO:0002335,mature B cell differentiation,FALSE,35,0.3151302179848701,0.4,"Ada,Bcl3,Cd19,Cdh17,Dll1,Dpp4,Lilrb4a,Irf8,Il10,Il2,Il2rg,Il6,Lfng,Lgals1,Mfng,Nfatc1,Nkx2-3,Notch2,Enpp1,Pou2af1,Rag2,Spi1,St3gal1,Tnfaip3,Xbp1,Il21,Slamf8,Phf14,6030468B19Rik,Nfkbiz,Itfg2,Cmtm7,Plcg2,Malt1,Gpr183"
GO:0002347,response to tumor cell,FALSE,47,0.33605043948147134,0.3617021276595745,"Adam15,Ahr,Cd24a,Il4i1,Mr1,Hmgb1,Hspd1,Il12a,Il12b,Klf4,Laptm5,Xcl1,Notch1,Notch2,Pdcd1,Prf1,Nectin2,Raet1b,Rela,Spi1,Prdx2,Tgfb1,Cd40lg,Ywhag,Ceacam1,Klrk1,Pvr,Cd160,Crtam,Gsdme,Txnip,Cd274,Abi3,Nkg7,Igfbpl1,Ulbp1,Hrg,Slc22a13,Prkaa1,Hnmt,Havcr2,Plk5,Cd226,Klre1,Mill1,Dlec1,Il4i1b"
GO:0002360,T cell lineage commitment,FALSE,31,0.3299884677072126,0.3548387096774194,"Rhoa,Cd69,Brd2,Foxn1,Il4,Il6,Il6ra,Il7,Irf4,Lgals1,Loxl3,Ly9,Rag2,Foxp3,Shh,Spn,Stat6,Tgfb1,Trp53,Slamf6,Batf,Otud5,Brd4,Tbx21,Opa1,Cyld,Il23a,Braf,Tnfsf18,Scart2,Ep300"
GO:0002363,alpha-beta T cell lineage commitment,FALSE,23,0.2977693665715564,0.2608695652173913,"Rhoa,Cd69,Brd2,Il4,Il6,Il6ra,Irf4,Lgals1,Loxl3,Ly9,Foxp3,Spn,Stat6,Tgfb1,Slamf6,Batf,Otud5,Brd4,Tbx21,Opa1,Il23a,Tnfsf18,Ep300"
